0,0,0,115
0,0,2,123
0,0,3,112
0,0,3,107
0,0,2,112
0,0,3,112
0,0,3,107
0,0,3,102
0,0,2,104
0,0,2,102
0,0,3,102
0,1,3,115
0,0,2,104
0,0,2,112
0,0,3,124
0,0,2,116
0,0,3,116
0,2,0,115
0,0,2,107
0,0,0,115
0,0,3,107
0,0,2,117
0,0,2,122
0,0,2,102
0,0,3,112
0,0,2,115
0,0,3,107
0,0,0,115
0,0,3,102
0,0,3,102
0,0,3,102
0,0,2,116
0,0,2,121
0,0,2,107
0,0,2,117
0,0,3,107
0,0,3,123
0,0,3,102
0,0,3,112
0,0,3,104
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,116
0,0,3,104
0,7,2,115
0,7,2,115
0,0,2,102
0,1,3,112
1,0,2,115
0,0,2,102
0,0,2,102
0,0,0,115
0,0,2,102
0,0,2,123
0,0,2,104
0,0,2,112
0,0,2,115
0,0,2,115
0,0,3,107
0,0,3,104
0,0,2,104
0,0,3,115
0,0,3,112
0,0,2,116
0,0,3,116
0,0,3,104
0,0,2,123
0,0,2,123
0,0,2,123
0,0,2,123
0,0,2,123
0,0,2,112
0,0,2,116
0,0,3,112
0,0,2,104
0,0,2,112
0,0,3,112
0,0,3,115
0,0,2,115
0,0,3,116
0,0,2,116
0,0,2,107
0,0,2,112
0,0,2,121
0,0,2,116
0,0,2,107
0,0,2,116
2,0,1,112
0,0,2,115
0,0,2,115
0,0,3,104
0,0,3,116
0,0,3,117
0,0,2,112
2,0,2,122
0,0,2,107
0,0,3,102
0,0,3,112
0,0,2,102
0,0,2,102
0,0,2,115
0,0,2,115
0,0,2,102
0,0,3,112
0,0,3,104
0,0,2,112
0,0,4,112
0,0,2,102
0,0,2,115
0,1,3,107
0,0,2,104
0,0,2,123
0,0,2,112
1,0,1,116
0,0,2,107
0,0,3,102
0,1,3,102
0,0,2,102
0,0,2,102
0,17,2,102
0,0,2,116
0,0,2,102
0,0,2,116
0,0,2,115
0,0,2,115
0,0,3,107
0,0,3,112
0,0,2,107
0,0,2,104
0,0,2,104
0,0,3,104
0,0,3,112
0,0,2,102
0,0,2,102
0,0,2,116
0,0,3,104
0,0,2,123
0,0,3,102
0,0,2,113
0,0,3,104
0,0,2,102
0,0,2,116
0,0,3,104
0,0,2,102
0,0,2,112
0,0,3,104
0,5,3,102
0,0,2,123
0,0,2,104
0,0,2,117
0,0,2,115
0,0,2,102
0,0,2,104
0,0,2,102
0,0,3,116
0,0,3,104
0,0,3,104
0,0,2,102
0,0,2,116
0,0,2,116
0,0,2,102
0,2,0,115
0,0,2,117
0,0,2,102
0,0,2,102
0,0,2,107
0,3,2,115
0,3,3,104
0,0,3,102
0,0,2,102
0,0,3,104
0,0,3,104
0,0,3,107
0,0,3,115
0,0,3,104
0,0,2,112
0,0,2,118
0,0,2,118
0,0,2,115
0,0,3,104
1,1,0,115
0,0,2,112
0,0,1,106
0,0,3,104
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,107
0,0,2,105
0,0,2,107
0,2,2,102
0,0,3,104
0,0,3,104
0,0,2,104
0,0,3,116
0,0,2,116
0,0,2,115
0,0,2,102
0,0,3,117
0,1,2,102
0,0,3,112
0,0,2,112
0,2,2,104
0,10,2,102
0,1,2,102
0,0,3,102
0,0,3,102
0,0,3,107
0,0,2,112
0,0,3,107
0,0,3,112
0,0,3,112
0,0,2,104
0,0,3,107
0,2,2,102
0,0,3,107
0,0,2,112
0,0,3,112
0,0,3,107
0,0,3,112
0,0,3,107
0,0,3,117
0,0,2,19
0,0,3,112
0,12,3,104
0,0,2,107
1,0,0,115
0,0,2,113
0,0,2,118
0,0,3,107
0,2,2,115
0,0,2,112
0,0,3,116
0,0,3,102
0,0,3,112
0,0,2,104
0,0,2,104
0,0,3,102
1,0,2,102
0,0,2,112
0,0,3,107
0,0,2,123
0,0,3,107
0,0,3,104
0,0,2,116
0,3,7,119
1,0,0,115
0,10,2,115
0,0,3,102
0,0,3,102
0,0,3,102
0,0,2,107
0,0,3,117
0,0,3,117
1,0,0,115
0,0,2,107
0,0,2,104
0,0,3,104
0,0,2,116
0,0,3,112
0,0,2,102
0,0,2,123
0,1,1,116
0,0,3,107
0,0,2,115
0,0,2,112
0,0,3,102
0,0,2,115
0,0,2,115
0,0,2,107
0,0,2,112
1,7,2,115
0,0,3,107
0,1,1,116
0,0,2,115
0,0,2,107
0,1,0,115
0,20,2,102
0,0,2,102
0,0,2,115
0,3,2,115
0,0,3,104
0,0,3,114
1,7,2,102
0,0,2,102
1,0,0,115
1,0,0,115
0,0,2,115
0,0,2,112
0,0,2,102
0,0,2,116
0,3,0,115
0,0,2,104
0,0,2,102
1,1,0,115
0,0,3,102
0,0,3,102
0,0,3,102
0,0,3,102
0,0,2,102
0,0,3,117
0,0,2,116
0,0,2,104
0,0,2,106
0,0,2,106
0,0,2,106
0,0,2,106
0,0,2,102
1,0,2,115
0,0,2,116
0,0,2,102
0,0,2,102
0,0,3,112
0,0,2,104
0,0,2,116
0,0,2,116
0,1,1,116
0,0,2,115
0,0,2,116
0,0,2,106
0,0,2,102
0,0,2,106
0,0,2,102
0,0,3,109
0,0,3,107
1,3,0,116
0,0,2,102
0,0,3,113
0,0,3,112
0,0,3,113
0,0,3,112
0,0,3,107
2,0,0,115
0,0,2,102
0,0,3,113
0,0,2,102
0,0,2,115
0,0,2,102
0,0,2,123
0,0,3,112
0,0,2,107
0,0,3,113
1,0,1,102
0,0,2,112
0,0,2,102
0,0,2,123
0,0,2,118
0,0,2,112
0,0,2,112
0,0,2,102
0,0,2,107
0,0,2,123
0,0,0,116
0,0,2,102
0,0,2,115
0,0,2,102
0,0,2,102
1,0,0,115
0,0,3,107
4,2,6,107
0,0,3,107
1,0,1,116
1,7,2,116
0,1,2,112
0,0,3,113
0,0,2,106
0,0,3,107
1,0,0,115
0,0,3,104
0,1,2,115
0,0,3,112
1,4,2,112
0,0,3,115
0,0,3,104
0,0,2,104
0,0,3,112
0,0,2,106
0,0,3,102
0,0,3,107
0,0,2,107
0,0,2,106
0,0,3,104
0,0,0,102
0,0,2,115
0,0,2,102
0,0,2,102
0,0,2,116
0,0,2,102
0,0,2,102
0,0,2,107
0,2,2,115
0,0,2,107
0,0,2,115
0,0,3,109
0,0,3,104
1,1,0,115
0,0,2,112
1,0,0,115
0,0,2,107
0,0,2,112
0,0,2,106
0,0,4,95
0,0,3,116
0,0,2,104
0,0,3,105
0,0,2,116
0,0,2,104
0,0,2,119
0,0,2,112
0,0,2,112
0,0,2,107
0,0,2,104
0,0,2,118
0,0,2,107
0,0,2,104
0,0,2,104
0,2,2,115
0,0,2,104
0,0,2,104
0,0,3,107
0,0,0,115
0,0,2,117
1,0,0,115
0,0,3,102
0,2,0,115
0,1,2,107
0,0,3,102
0,0,3,107
0,0,2,115
0,0,3,112
0,0,2,112
0,0,2,115
0,0,2,112
0,0,2,122
0,0,2,109
0,0,2,112
1,0,0,116
0,0,3,112
0,0,3,102
0,0,3,112
1,0,0,116
0,0,3,107
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,2,7,115
0,0,3,110
0,1,2,107
0,0,2,116
0,0,2,122
0,0,2,106
0,0,2,95
0,0,2,120
0,0,2,104
0,0,2,112
0,0,2,104
0,3,2,104
0,0,2,102
0,0,3,113
0,0,2,102
0,0,3,112
0,0,3,107
0,0,2,107
0,0,2,112
0,1,2,112
0,0,2,107
0,0,3,116
0,0,3,112
0,0,2,112
0,0,3,113
0,0,2,106
0,0,3,104
0,0,3,104
0,0,3,104
0,0,3,107
1,0,0,115
0,2,2,112
0,0,2,112
0,0,3,106
0,0,2,115
0,0,2,107
0,0,3,116
1,1,0,115
0,0,2,104
1,0,2,107
1,7,2,112
0,0,3,107
0,0,3,112
0,0,2,104
0,0,2,116
0,0,3,112
0,0,2,112
0,0,3,107
0,0,2,102
0,0,2,102
0,0,2,112
0,0,3,102
0,0,3,102
1,0,0,115
0,0,2,102
0,0,3,112
0,0,2,102
0,0,2,107
0,0,2,102
0,0,2,107
0,0,2,104
0,0,3,106
0,0,2,123
0,0,2,102
0,0,3,104
0,0,3,117
0,0,3,117
0,0,3,117
0,0,3,117
0,0,2,107
0,10,2,112
0,0,2,115
0,0,2,116
0,0,2,115
0,0,3,107
0,0,2,107
0,0,3,112
0,0,2,112
0,0,3,102
0,0,3,104
0,0,2,102
0,0,2,104
0,0,3,102
0,0,2,123
0,0,2,115
0,0,2,116
0,0,2,116
0,0,3,112
1,7,2,107
2,0,0,115
0,0,3,102
0,1,6,116
0,0,3,107
0,0,2,102
0,0,3,102
0,0,3,102
0,0,2,102
0,0,2,102
0,0,2,107
0,0,2,106
0,0,3,104
0,0,2,102
0,0,2,107
1,0,1,124
0,2,0,115
0,0,2,120
3,0,2,102
0,0,2,112
0,0,2,102
0,0,3,107
0,0,2,102
0,0,2,107
0,0,2,104
0,0,3,107
0,0,2,102
0,0,0,123
0,0,2,112
0,0,3,112
0,0,3,104
0,0,3,104
0,0,2,104
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,3,102
1,0,1,112
0,0,3,112
0,0,2,107
0,0,2,102
0,0,3,112
0,0,2,118
0,0,3,102
1,7,2,102
0,0,3,102
0,0,3,104
0,0,3,112
0,0,2,104
0,0,2,123
0,0,2,123
0,0,3,112
1,1,2,112
0,0,2,107
0,0,2,107
0,0,2,102
0,0,2,104
0,0,3,102
0,0,2,102
0,0,3,102
0,0,3,102
0,0,3,112
0,0,2,116
0,3,0,115
0,2,0,115
0,0,3,102
2,0,1,115
0,0,3,109
0,0,2,102
0,0,2,123
0,0,2,115
0,3,0,115
0,0,2,102
1,0,0,102
0,0,2,102
0,0,2,102
0,0,2,109
0,0,2,109
0,0,2,120
0,0,2,109
0,0,2,106
0,0,2,107
0,0,2,109
0,0,0,102
0,0,2,107
0,0,2,106
0,0,2,104
0,0,2,104
0,0,2,102
0,0,2,104
0,0,3,107
0,0,2,102
0,0,2,102
0,0,2,112
0,0,2,107
0,0,3,104
0,0,2,102
0,0,2,107
0,0,2,107
0,0,2,107
0,0,2,102
0,0,5,102
0,0,2,112
0,0,0,106
0,0,3,102
0,0,2,102
0,0,2,102
0,0,2,102
1,0,8,115
1,0,0,102
0,1,0,123
0,0,2,124
0,0,2,102
0,0,3,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,3,102
0,0,3,102
0,0,3,102
0,0,3,102
0,0,3,102
0,0,2,104
0,0,0,102
0,0,3,107
0,0,3,102
0,2,0,115
1,7,2,115
0,0,2,107
0,0,2,107
1,0,0,115
0,0,2,102
0,0,2,102
0,0,2,121
0,0,2,104
0,0,3,104
0,0,2,112
0,0,2,102
0,0,2,107
1,0,0,115
0,0,3,106
0,0,2,106
0,0,3,102
0,0,2,102
0,0,2,112
0,0,4,95
0,0,3,112
0,0,0,102
0,0,2,102
0,0,2,106
0,0,2,104
0,0,2,102
0,0,0,106
0,0,3,104
0,0,3,102
1,0,1,115
0,0,2,112
0,0,3,104
0,0,2,102
0,0,3,102
0,0,0,104
0,27,3,104
0,0,2,112
0,0,2,102
0,0,2,102
0,0,3,102
0,0,3,112
0,0,2,102
0,0,2,102
0,0,2,104
0,0,2,102
0,0,2,115
0,0,3,102
0,0,2,107
0,0,1,116
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,3,104
0,0,2,104
0,0,2,102
1,13,2,102
0,0,3,120
1,0,3,102
2,0,1,115
0,0,3,116
0,1,2,104
0,0,1,116
0,0,2,115
0,0,2,102
0,0,2,102
0,0,2,102
0,0,3,116
0,1,5,102
0,0,2,116
0,0,2,116
0,1,2,102
0,0,3,112
0,1,3,112
0,0,2,112
0,1,2,102
0,0,2,107
0,0,3,104
0,0,2,102
0,0,2,116
0,0,3,116
1,0,1,124
0,1,2,104
0,0,4,95
0,0,2,102
0,0,2,102
0,0,4,95
0,2,3,102
0,2,3,102
0,2,3,102
0,2,3,102
0,2,3,102
0,0,2,116
0,0,1,106
0,0,1,106
0,0,1,106
0,0,1,106
0,0,5,102
0,0,2,115
0,0,2,116
0,1,1,116
2,3,0,20
1,0,0,115
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,3,102
0,0,6,102
2,2,0,115
1,0,0,116
8,20,0,115
7,2,0,117
0,0,3,115
0,0,3,115
2,0,0,115
2,0,1,106
2,0,0,115
0,0,0,102
0,0,2,102
2,2,5,116
0,0,2,95
0,0,2,102
0,0,2,102
0,0,0,115
0,0,2,104
0,0,0,102
0,0,2,116
0,0,2,102
0,0,0,102
0,0,0,106
0,0,2,106
0,0,2,106
1,0,1,113
0,0,2,115
0,0,2,115
2,0,0,115
1,0,0,115
0,0,0,106
1,0,1,106
0,0,5,102
0,0,2,116
0,1,2,106
0,1,2,107
1,0,1,117
2,0,1,116
0,0,2,116
0,0,2,102
2,0,1,116
1,1,6,62
0,1,6,116
0,0,3,106
1,0,0,116
0,0,3,115
0,0,2,115
1,0,1,104
1,0,0,59
1,0,1,116
0,3,2,116
1,0,0,54
1,0,0,63
0,1,0,52
0,1,0,50
1,0,0,56
1,0,0,55
1,0,0,58
1,0,6,45
0,0,2,111
1,0,0,53
1,0,0,51
1,0,0,60
0,1,0,57
1,0,0,61
0,0,2,115
4,0,1,117
0,0,6,109
0,0,2,104
0,0,2,104
0,0,2,107
0,0,2,8
0,0,2,107
0,0,2,107
0,0,2,7
0,0,2,115
1,1,0,113
1,0,1,107
0,0,2,106
0,2,0,116
0,0,0,102
1,0,0,116
0,0,0,115
0,0,2,106
0,0,2,115
0,2,2,95
0,1,0,102
0,1,7,116
0,0,0,102
1,7,2,115
1,7,3,107
0,0,2,107
1,7,2,115
1,7,3,113
0,0,2,112
1,4,0,115
0,0,3,116
0,0,3,102
0,0,3,102
0,0,3,102
0,0,2,102
0,0,3,102
0,0,3,102
0,0,3,102
0,0,3,102
0,0,2,102
0,0,7,107
0,0,2,112
0,0,3,106
0,0,2,106
0,0,2,102
0,0,2,106
3,36,2,6
0,0,2,106
0,0,2,102
0,0,2,47
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,115
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,1,0,119
0,0,2,102
0,0,2,106
0,0,2,106
0,0,2,113
0,0,2,112
0,0,2,102
0,0,2,102
0,2,2,102
0,0,2,123
0,0,2,109
0,0,2,122
0,0,2,122
0,1,2,115
0,0,2,102
0,0,2,102
0,0,2,102
0,2,2,111
1,0,1,116
0,0,2,102
0,0,2,102
1,7,2,102
1,7,2,102
1,7,2,123
1,7,2,123
1,7,2,115
2,11,2,102
0,0,0,106
4,53,2,102
0,0,2,107
0,0,2,107
0,0,2,106
0,0,2,102
0,4,2,107
0,0,2,112
0,0,2,102
0,0,2,107
0,0,2,102
0,0,2,109
0,0,2,102
0,0,2,102
1,7,2,102
1,0,1,107
1,7,2,109
0,0,2,102
0,0,2,109
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,123
0,0,2,123
0,0,2,123
0,0,2,123
0,0,2,123
0,0,2,123
0,0,2,123
0,0,3,106
0,0,2,115
0,0,2,120
0,0,2,106
0,0,2,123
0,0,2,123
0,0,2,116
0,0,2,102
0,2,2,102
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,107
0,0,2,102
0,0,2,102
0,0,2,120
0,0,2,123
0,0,3,106
0,0,2,102
0,0,0,102
1,7,8,102
0,0,2,107
0,0,2,102
0,0,2,115
0,0,2,107
0,0,2,102
0,0,2,102
0,0,2,106
0,0,2,102
1,7,2,116
1,7,2,102
0,0,2,102
0,7,2,102
0,7,2,102
0,0,2,102
0,0,2,106
0,0,2,107
2,0,1,116
0,0,2,107
0,0,2,102
0,3,2,102
0,0,2,102
0,0,2,107
0,0,2,106
0,0,2,107
0,0,2,107
0,4,0,116
0,0,2,107
0,4,2,106
0,0,2,106
0,0,2,115
1,7,2,116
0,0,2,106
0,0,2,107
0,0,2,107
0,0,2,102
0,0,2,107
1,0,1,124
0,0,2,115
0,0,2,102
0,0,1,107
0,0,2,107
0,0,2,107
0,0,2,102
0,0,2,102
1,0,1,116
0,1,1,107
1,7,2,109
0,7,5,102
0,0,2,106
0,0,2,107
0,0,2,123
0,0,3,123
0,0,2,107
0,0,2,107
0,0,2,107
0,0,2,123
0,0,2,121
0,0,2,95
0,0,2,102
0,0,2,102
0,0,2,102
0,0,2,106
0,0,2,107
0,0,2,102
0,0,2,107
0,0,2,102
0,0,2,102
0,0,2,102
1,0,1,116
0,0,2,102
0,0,2,116
0,0,2,111
0,0,2,102
0,0,2,95
0,0,2,102
0,0,2,102
0,0,2,115
0,0,2,107
0,0,2,107
0,0,2,107
0,0,2,107
0,0,2,115
0,0,3,113
0,0,2,102
0,0,2,102
0,7,5,102
0,0,2,106
0,0,2,102
0,0,2,107
0,0,2,102
0,1,2,111
0,1,1,106
11,74,2,95
0,0,2,102
0,0,2,102
0,0,2,123
0,0,7,107
0,1,1,107
0,1,1,107
0,0,2,116
0,0,2,106
0,0,2,106
0,0,2,102
0,0,2,106
0,0,2,106
0,0,2,117
1,0,0,102
0,0,2,107
0,0,2,102
0,0,2,102
0,0,2,123
0,0,2,116
1,7,3,116
0,0,2,102
0,1,2,123
0,0,3,123
0,0,0,116
0,0,2,102
0,0,2,107
0,0,2,104
0,0,2,95
0,0,2,95
0,0,2,116
0,0,2,116
0,0,2,102
1,7,2,102
0,0,0,106
1,7,2,104
1,0,0,111
0,0,2,106
0,0,2,102
1,7,2,116
0,22,2,107
0,0,2,104
0,1,2,109
0,0,2,107
0,0,2,106
0,0,2,102
0,0,2,102
1,7,2,102
1,7,2,102
0,7,0,106
0,7,0,106
0,0,2,102
0,0,3,102
0,0,3,102
0,0,3,102
0,0,3,102
0,0,2,106
0,5,2,102
0,0,2,115
0,0,2,102
0,0,2,102
0,0,2,106
0,1,2,107
0,0,0,95
0,0,3,106
0,0,2,102
0,0,2,102
0,0,2,115
0,0,2,102
0,0,2,102
0,0,2,102
0,1,1,106
0,0,2,107
0,0,2,106
0,0,2,107
